year,quantity,units,bgs_statistic_type_trans,bgs_commodity_trans,country_trans
1/1/1971,40037,tonnes (metric),Exports,coal,Morocco
1/1/1971,528895,tonnes (metric),Exports,"petroleum, crude",Egypt
1/1/1971,15202,tonnes (metric),Exports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1971,457029,tonnes (metric),Exports,iron ore,Morocco
1/1/1971,11867653,tonnes (metric),Exports,phosphate rock,Morocco
1/1/1971,30775,tonnes (metric),Exports,"iron, steel and ferro-alloys",Morocco
1/1/1971,19456,tonnes (metric),Exports,zinc,Morocco
1/1/1971,38604,tonnes (metric),Exports,salt,Egypt
1/1/1971,83,tonnes (metric),Exports,sulphur and pyrites,Morocco
1/1/1971,30863,tonnes (metric),Exports,barytes,Morocco
1/1/1971,3814,tonnes (metric),Exports,gypsum and plaster,Saudi Arabia
1/1/1971,16071,tonnes (metric),Exports,lead,Morocco
1/1/1971,91788,tonnes (metric),Exports,manganese,Morocco
1/1/1971,15333,kilograms,Exports,silver,Morocco
1/1/1971,4750,tonnes (metric),Exports,cobalt,Morocco
1/1/1971,12323,tonnes (metric),Exports,copper,Morocco
1/1/1971,30863,tonnes (metric),Exports,barytes,Morocco
1/1/1971,1043,tonnes (metric),Exports,copper,Morocco
1/1/1971,1018,tonnes (metric),Exports,salt,Jordan
1/1/1971,85014,tonnes (metric),Exports,lead,Morocco
1/1/1971,220472000,tonnes (metric),Exports,"petroleum, crude",Saudi Arabia
1/1/1971,4070,tonnes (metric),Exports,antimony,Morocco
1/1/1971,160,tonnes (metric),Exports,salt,Morocco
1/1/1971,105762,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1971,281970,tonnes (metric),Exports,phosphate rock,Egypt
1/1/1971,647278,tonnes (metric),Exports,phosphate rock,Jordan
1/1/1971,751,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1972,19185,tonnes (metric),Exports,coal,Morocco
1/1/1972,5224871,tonnes (metric),Exports,"petroleum, crude",Egypt
1/1/1972,131,tonnes (metric),Exports,"iron, steel and ferro-alloys",Egypt
1/1/1972,1359,tonnes (metric),Exports,sulphur and pyrites,Morocco
1/1/1972,12606,tonnes (metric),Exports,cobalt,Morocco
1/1/1972,5690,tonnes (metric),Exports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1972,269478000,tonnes (metric),Exports,"petroleum, crude",Saudi Arabia
1/1/1972,13580780,tonnes (metric),Exports,phosphate rock,Morocco
1/1/1972,1517,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1972,952371,tonnes (metric),Exports,phosphate rock,Jordan
1/1/1972,34866,tonnes (metric),Exports,"iron, steel and ferro-alloys",Morocco
1/1/1972,21649,tonnes (metric),Exports,zinc,Morocco
1/1/1972,13598,tonnes (metric),Exports,copper,Morocco
1/1/1972,84934,tonnes (metric),Exports,barytes,Morocco
1/1/1972,16233,tonnes (metric),Exports,salt,Egypt
1/1/1972,954,tonnes (metric),Exports,copper,Morocco
1/1/1972,130587,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1972,308210,tonnes (metric),Exports,iron ore,Morocco
1/1/1972,5752,tonnes (metric),Exports,gypsum and plaster,Saudi Arabia
1/1/1972,0,tonnes (metric),Exports,salt,Jordan
1/1/1972,138194,tonnes (metric),Exports,lead,Morocco
1/1/1972,3302,tonnes (metric),Exports,antimony,Morocco
1/1/1972,2099,kilograms,Exports,silver,Morocco
1/1/1972,212372,tonnes (metric),Exports,phosphate rock,Egypt
1/1/1972,117693,tonnes (metric),Exports,manganese,Morocco
1/1/1973,14319,tonnes (metric),Exports,copper,Morocco
1/1/1973,64,tonnes (metric),Exports,sulphur and pyrites,Morocco
1/1/1973,1535,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1973,2183,tonnes (metric),Exports,"iron, steel and ferro-alloys",Egypt
1/1/1973,10549,tonnes (metric),Exports,cobalt,Morocco
1/1/1973,151108,tonnes (metric),Exports,manganese,Morocco
1/1/1973,346272924,tonnes (metric),Exports,"petroleum, crude",Saudi Arabia
1/1/1973,1088575,tonnes (metric),Exports,phosphate rock,Jordan
1/1/1973,490085,tonnes (metric),Exports,iron ore,Morocco
1/1/1973,5485,tonnes (metric),Exports,"iron, steel and ferro-alloys",Egypt
1/1/1973,16101884,tonnes (metric),Exports,phosphate rock,Morocco
1/1/1973,61015,tonnes (metric),Exports,"iron, steel and ferro-alloys",Morocco
1/1/1973,10502,tonnes (metric),Exports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1973,21249,tonnes (metric),Exports,coal,Morocco
1/1/1973,205020,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1973,153201,tonnes (metric),Exports,phosphate rock,Egypt
1/1/1973,968,tonnes (metric),Exports,copper,Morocco
1/1/1973,9681436,tonnes (metric),Exports,"petroleum, crude",Egypt
1/1/1973,2796,tonnes (metric),Exports,antimony,Morocco
1/1/1973,27842,kilograms,Exports,silver,Morocco
1/1/1973,5417,tonnes (metric),Exports,gypsum and plaster,Saudi Arabia
1/1/1973,1288,tonnes (metric),Exports,salt,Jordan
1/1/1973,30771,tonnes (metric),Exports,salt,Egypt
1/1/1973,26195,tonnes (metric),Exports,zinc,Morocco
1/1/1973,136144,tonnes (metric),Exports,lead,Morocco
1/1/1973,94160,tonnes (metric),Exports,barytes,Morocco
1/1/1974,391084528,tonnes (metric),Exports,"petroleum, crude",Saudi Arabia
1/1/1974,26449,tonnes (metric),Exports,zinc,Morocco
1/1/1974,75482,tonnes (metric),Exports,"iron, steel and ferro-alloys",Egypt
1/1/1974,4084,tonnes (metric),Exports,antimony,Morocco
1/1/1974,2158,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1974,14857,tonnes (metric),Exports,salt,Egypt
1/1/1974,120260,tonnes (metric),Exports,phosphate rock,Egypt
1/1/1974,748,tonnes (metric),Exports,salt,Jordan
1/1/1974,14547,tonnes (metric),Exports,cobalt,Morocco
1/1/1974,209,tonnes (metric),Exports,sulphur and pyrites,Morocco
1/1/1974,940072,tonnes (metric),Exports,"petroleum, crude",Egypt
1/1/1974,5500,tonnes (metric),Exports,fluorspar,Morocco
1/1/1974,32435,tonnes (metric),Exports,coal,Morocco
1/1/1974,1468958,tonnes (metric),Exports,phosphate rock,Jordan
1/1/1974,164940,tonnes (metric),Exports,manganese,Morocco
1/1/1974,125905,tonnes (metric),Exports,lead,Morocco
1/1/1974,18700096,tonnes (metric),Exports,phosphate rock,Morocco
1/1/1974,79650,tonnes (metric),Exports,"iron, steel and ferro-alloys",Morocco
1/1/1974,17956,tonnes (metric),Exports,bentonite and fuller's earth,Morocco
1/1/1974,17586,tonnes (metric),Exports,copper,Morocco
1/1/1974,1389,tonnes (metric),Exports,copper,Morocco
1/1/1974,8385,kilograms,Exports,silver,Morocco
1/1/1974,2474,tonnes (metric),Exports,"iron, steel and ferro-alloys",Egypt
1/1/1974,83307,tonnes (metric),Exports,barytes,Morocco
1/1/1974,530297,tonnes (metric),Exports,iron ore,Morocco
1/1/1974,179082,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1975,5737,tonnes (metric),Exports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1975,2000,tonnes (metric),Exports,"iron, steel and ferro-alloys",Egypt
1/1/1975,352,tonnes (metric),Exports,copper,Morocco
1/1/1975,3406,tonnes (metric),Exports,salt,Saudi Arabia
1/1/1975,195496,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1975,922747,tonnes (metric),Exports,"petroleum, crude",Egypt
1/1/1975,304515700,tonnes (metric),Exports,"petroleum, crude",Saudi Arabia
1/1/1975,1111877,tonnes (metric),Exports,phosphate rock,Jordan
1/1/1975,104670,tonnes (metric),Exports,phosphate rock,Egypt
1/1/1975,650,tonnes (metric),Exports,gypsum and plaster,Egypt
1/1/1975,110960,tonnes (metric),Exports,manganese,Morocco
1/1/1975,8511,tonnes (metric),Exports,copper,Morocco
1/1/1975,125005,tonnes (metric),Exports,barytes,Morocco
1/1/1975,3102,tonnes (metric),Exports,antimony,Morocco
1/1/1975,5364,tonnes (metric),Exports,lead,Morocco
1/1/1975,26499,tonnes (metric),Exports,zinc,Morocco
1/1/1975,29122,tonnes (metric),Exports,"iron, steel and ferro-alloys",Morocco
1/1/1975,19411,tonnes (metric),Exports,gypsum and plaster,Saudi Arabia
1/1/1975,97420,tonnes (metric),Exports,"iron, steel and ferro-alloys",Egypt
1/1/1975,13144,tonnes (metric),Exports,cobalt,Morocco
1/1/1975,26778,kilograms,Exports,silver,Morocco
1/1/1975,2460,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1975,18036,tonnes (metric),Exports,bentonite and fuller's earth,Morocco
1/1/1975,79745,tonnes (metric),Exports,iron ore,Morocco
1/1/1975,10151,tonnes (metric),Exports,salt,Egypt
1/1/1975,29295,tonnes (metric),Exports,fluorspar,Morocco
1/1/1975,955,tonnes (metric),Exports,sulphur and pyrites,Morocco
1/1/1975,1000,tonnes (metric),Exports,bentonite and fuller's earth,Morocco
1/1/1975,19322,tonnes (metric),Exports,coal,Morocco
1/1/1975,74762,tonnes (metric),Exports,lead,Morocco
1/1/1975,13110058,tonnes (metric),Exports,phosphate rock,Morocco
1/1/1976,71239,tonnes (metric),Exports,lead,Morocco
1/1/1976,8550,tonnes (metric),Exports,cobalt,Morocco
1/1/1976,2948,tonnes (metric),Exports,salt,Jordan
1/1/1976,48954,tonnes (metric),Exports,"iron, steel and ferro-alloys",Morocco
1/1/1976,22700,tonnes (metric),Exports,copper,Morocco
1/1/1976,9523,tonnes (metric),Exports,gypsum and plaster,Egypt
1/1/1976,1726,tonnes (metric),Exports,salt,Saudi Arabia
1/1/1976,30030,tonnes (metric),Exports,coal,Morocco
1/1/1976,0,tonnes (metric),Exports,copper,Morocco
1/1/1976,1269,tonnes (metric),Exports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1976,119383,tonnes (metric),Exports,phosphate rock,Egypt
1/1/1976,0,tonnes (metric),Exports,copper,Morocco
1/1/1976,468,tonnes (metric),Exports,gypsum and plaster,Saudi Arabia
1/1/1976,10303,tonnes (metric),Exports,bentonite and fuller's earth,Morocco
1/1/1976,7006,tonnes (metric),Exports,salt,Egypt
1/1/1976,1548,tonnes (metric),Exports,copper,Morocco
1/1/1976,400604400,tonnes (metric),Exports,"petroleum, crude",Saudi Arabia
1/1/1976,1,tonnes (metric),Exports,bentonite and fuller's earth,Morocco
1/1/1976,27548,tonnes (metric),Exports,fluorspar,Morocco
1/1/1976,38584,tonnes (metric),Exports,"iron, steel and ferro-alloys",Egypt
1/1/1976,3140,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1976,19091,tonnes (metric),Exports,zinc,Morocco
1/1/1976,120556,tonnes (metric),Exports,barytes,Morocco
1/1/1976,3795,tonnes (metric),Exports,antimony,Morocco
1/1/1976,26333,kilograms,Exports,silver,Morocco
1/1/1976,146172,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1976,3922421,tonnes (metric),Exports,"petroleum, crude",Egypt
1/1/1976,14684162,tonnes (metric),Exports,phosphate rock,Morocco
1/1/1976,13,tonnes (metric),Exports,mica,Morocco
1/1/1976,1653244,tonnes (metric),Exports,phosphate rock,Jordan
1/1/1976,104438,tonnes (metric),Exports,manganese,Morocco
1/1/1976,17547,tonnes (metric),Exports,lead,Morocco
1/1/1976,238423,tonnes (metric),Exports,iron ore,Morocco
1/1/1977,130663,tonnes (metric),Exports,manganese,Morocco
1/1/1977,428189200,tonnes (metric),Exports,"petroleum, crude",Saudi Arabia
1/1/1977,3990570,tonnes (metric),Exports,"petroleum, crude",Egypt
1/1/1977,72102,tonnes (metric),Exports,salt,Egypt
1/1/1977,11194,tonnes (metric),Exports,bentonite and fuller's earth,Morocco
1/1/1977,2037,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1977,9076,tonnes (metric),Exports,cobalt,Morocco
1/1/1977,14671,tonnes (metric),Exports,"iron, steel and ferro-alloys",Egypt
1/1/1977,18095,tonnes (metric),Exports,copper,Morocco
1/1/1977,21115,tonnes (metric),Exports,zinc,Morocco
1/1/1977,0,tonnes (metric),Exports,copper,Morocco
1/1/1977,392,tonnes (metric),Exports,salt,Jordan
1/1/1977,50,tonnes (metric),Exports,bentonite and fuller's earth,Morocco
1/1/1977,10380,tonnes (metric),Exports,coal,Morocco
1/1/1977,78201,tonnes (metric),Exports,fluorspar,Morocco
1/1/1977,29942,tonnes (metric),Exports,lead,Morocco
1/1/1977,3495,tonnes (metric),Exports,antimony,Morocco
1/1/1977,1788414,tonnes (metric),Exports,phosphate rock,Jordan
1/1/1977,49,tonnes (metric),Exports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1977,22306,kilograms,Exports,silver,Morocco
1/1/1977,25019,tonnes (metric),Exports,gypsum and plaster,Egypt
1/1/1977,173520,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1977,2708,tonnes (metric),Exports,gypsum and plaster,Saudi Arabia
1/1/1977,15783537,tonnes (metric),Exports,phosphate rock,Morocco
1/1/1977,0,tonnes (metric),Exports,"bauxite, alumina and aluminium",Egypt
1/1/1977,181244,tonnes (metric),Exports,barytes,Morocco
1/1/1977,429342,tonnes (metric),Exports,iron ore,Morocco
1/1/1977,18648,tonnes (metric),Exports,"iron, steel and ferro-alloys",Morocco
1/1/1977,59166,tonnes (metric),Exports,phosphate rock,Egypt
1/1/1977,1298,tonnes (metric),Exports,salt,Saudi Arabia
1/1/1977,905,tonnes (metric),Exports,copper,Morocco
1/1/1977,10,tonnes (metric),Exports,mica,Morocco
1/1/1977,0,tonnes (metric),Exports,copper,Morocco
1/1/1977,120571,tonnes (metric),Exports,lead,Morocco
1/1/1978,119614,tonnes (metric),Exports,lead,Morocco
1/1/1978,8922,tonnes (metric),Exports,cobalt,Morocco
1/1/1978,4270009,tonnes (metric),Exports,"petroleum, crude",Egypt
1/1/1978,54928,tonnes (metric),Exports,coal,Morocco
1/1/1978,110,tonnes (metric),Exports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1978,1439,tonnes (metric),Exports,"iron, steel and ferro-alloys",Egypt
1/1/1978,17284372,tonnes (metric),Exports,phosphate rock,Morocco
1/1/1978,44774,tonnes (metric),Exports,"iron, steel and ferro-alloys",Morocco
1/1/1978,383306900,tonnes (metric),Exports,"petroleum, crude",Saudi Arabia
1/1/1978,15409,tonnes (metric),Exports,zinc,Morocco
1/1/1978,39935,tonnes (metric),Exports,iron ore,Morocco
1/1/1978,21335,tonnes (metric),Exports,lead,Morocco
1/1/1978,218073,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1978,0,tonnes (metric),Exports,copper,Morocco
1/1/1978,224842,tonnes (metric),Exports,barytes,Morocco
1/1/1978,0,tonnes (metric),Exports,copper,Morocco
1/1/1978,1462,tonnes (metric),Exports,copper,Morocco
1/1/1978,64093,tonnes (metric),Exports,phosphate rock,Egypt
1/1/1978,812,tonnes (metric),Exports,bentonite and fuller's earth,Morocco
1/1/1978,98925,tonnes (metric),Exports,salt,Egypt
1/1/1978,4160,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1978,10419,tonnes (metric),Exports,copper,Morocco
1/1/1978,2159920,tonnes (metric),Exports,phosphate rock,Jordan
1/1/1978,2267,tonnes (metric),Exports,antimony,Morocco
1/1/1978,18036,kilograms,Exports,silver,Morocco
1/1/1978,10965,tonnes (metric),Exports,bentonite and fuller's earth,Morocco
1/1/1978,69823,tonnes (metric),Exports,fluorspar,Morocco
1/1/1978,2912,tonnes (metric),Exports,gypsum and plaster,Saudi Arabia
1/1/1978,18693,tonnes (metric),Exports,gypsum and plaster,Egypt
1/1/1978,140623,tonnes (metric),Exports,manganese,Morocco
1/1/1978,3597,tonnes (metric),Exports,salt,Saudi Arabia
1/1/1978,69235,tonnes (metric),Exports,"bauxite, alumina and aluminium",Egypt
1/1/1978,556,tonnes (metric),Exports,mica,Morocco
1/1/1979,730,tonnes (metric),Exports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1979,1219,tonnes (metric),Exports,copper,Morocco
1/1/1979,440137000,tonnes (metric),Exports,"petroleum, crude",Saudi Arabia
1/1/1979,41240,tonnes (metric),Exports,"bauxite, alumina and aluminium",Egypt
1/1/1979,277346,tonnes (metric),Exports,barytes,Morocco
1/1/1979,16317,tonnes (metric),Exports,zinc,Morocco
1/1/1979,99686,tonnes (metric),Exports,iron ore,Morocco
1/1/1979,84960,tonnes (metric),Exports,salt,Egypt
1/1/1979,8010,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1979,39150,kilograms,Exports,silver,Morocco
1/1/1979,7530,tonnes (metric),Exports,cobalt,Morocco
1/1/1979,1966,tonnes (metric),Exports,antimony,Morocco
1/1/1979,12634,tonnes (metric),Exports,bentonite and fuller's earth,Morocco
1/1/1979,7566,tonnes (metric),Exports,gypsum and plaster,Saudi Arabia
1/1/1979,0,tonnes (metric),Exports,phosphate rock,Egypt
1/1/1979,17856090,tonnes (metric),Exports,phosphate rock,Morocco
1/1/1979,554,tonnes (metric),Exports,salt,Jordan
1/1/1979,1902,tonnes (metric),Exports,copper,Morocco
1/1/1979,77622,tonnes (metric),Exports,coal,Morocco
1/1/1979,1,tonnes (metric),Exports,mica,Morocco
1/1/1979,1970,tonnes (metric),Exports,salt,Saudi Arabia
1/1/1979,5245837,tonnes (metric),Exports,"petroleum, crude",Egypt
1/1/1979,139351,tonnes (metric),Exports,manganese,Morocco
1/1/1979,9100,tonnes (metric),Exports,gypsum and plaster,Egypt
1/1/1979,2754615,tonnes (metric),Exports,phosphate rock,Jordan
1/1/1979,118540,tonnes (metric),Exports,lead,Morocco
1/1/1979,21272,tonnes (metric),Exports,copper,Morocco
1/1/1979,1219,tonnes (metric),Exports,copper,Morocco
1/1/1979,88559,tonnes (metric),Exports,"iron, steel and ferro-alloys",Morocco
1/1/1979,228871,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1979,34250,tonnes (metric),Exports,lead,Morocco
1/1/1979,62997,tonnes (metric),Exports,fluorspar,Morocco
1/1/1979,876,tonnes (metric),Exports,copper,Saudi Arabia
1/1/1980,34667,tonnes (metric),Exports,"iron, steel and ferro-alloys",Morocco
1/1/1980,6127,tonnes (metric),Exports,gypsum and plaster,Saudi Arabia
1/1/1980,3269,tonnes (metric),Exports,copper,Saudi Arabia
1/1/1980,2882,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1980,1591,tonnes (metric),Exports,copper,Morocco
1/1/1980,203140,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1980,111637,tonnes (metric),Exports,lead,Morocco
1/1/1980,143503,tonnes (metric),Exports,iron ore,Morocco
1/1/1980,1159,tonnes (metric),Exports,antimony,Morocco
1/1/1980,32806,tonnes (metric),Exports,lead,Morocco
1/1/1980,580,tonnes (metric),Exports,talc,Egypt
1/1/1980,3623069,tonnes (metric),Exports,phosphate rock,Jordan
1/1/1980,454661000,tonnes (metric),Exports,"petroleum, crude",Saudi Arabia
1/1/1980,25945,tonnes (metric),Exports,phosphate rock,Egypt
1/1/1980,8005645,tonnes (metric),Exports,"petroleum, crude",Egypt
1/1/1980,33310,tonnes (metric),Exports,"bauxite, alumina and aluminium",Egypt
1/1/1980,12948,tonnes (metric),Exports,zinc,Morocco
1/1/1980,1743,tonnes (metric),Exports,copper,Morocco
1/1/1980,112317,tonnes (metric),Exports,manganese,Morocco
1/1/1980,16527145,tonnes (metric),Exports,phosphate rock,Morocco
1/1/1980,24176,kilograms,Exports,silver,Morocco
1/1/1980,17981,tonnes (metric),Exports,salt,Jordan
1/1/1980,15931,tonnes (metric),Exports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1980,1743,tonnes (metric),Exports,copper,Morocco
1/1/1980,1055,tonnes (metric),Exports,talc,Jordan
1/1/1980,333820,tonnes (metric),Exports,barytes,Morocco
1/1/1980,7489,tonnes (metric),Exports,cobalt,Morocco
1/1/1980,49407,tonnes (metric),Exports,salt,Egypt
1/1/1980,17384,tonnes (metric),Exports,bentonite and fuller's earth,Morocco
1/1/1980,485,tonnes (metric),Exports,mica,Morocco
1/1/1980,22274,tonnes (metric),Exports,copper,Morocco
1/1/1980,1500,tonnes (metric),Exports,gypsum and plaster,Egypt
1/1/1980,64070,tonnes (metric),Exports,fluorspar,Morocco
1/1/1980,81012,tonnes (metric),Exports,coal,Morocco
1/1/1980,3357,tonnes (metric),Exports,salt,Saudi Arabia
1/1/1981,89735,tonnes (metric),Exports,lead,Morocco
1/1/1981,22207,tonnes (metric),Exports,copper,Morocco
1/1/1981,20806,tonnes (metric),Exports,gypsum and plaster,Saudi Arabia
1/1/1981,62935,tonnes (metric),Exports,coal,Morocco
1/1/1981,1353,tonnes (metric),Exports,mica,Morocco
1/1/1981,2818,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1981,55817,tonnes (metric),Exports,phosphate rock,Egypt
1/1/1981,16476,tonnes (metric),Exports,zinc,Morocco
1/1/1981,17143,tonnes (metric),Exports,bentonite and fuller's earth,Morocco
1/1/1981,2215,tonnes (metric),Exports,copper,Morocco
1/1/1981,99668,tonnes (metric),Exports,manganese,Morocco
1/1/1981,6646,tonnes (metric),Exports,salt,Saudi Arabia
1/1/1981,452976,tonnes (metric),Exports,barytes,Morocco
1/1/1981,64383,tonnes (metric),Exports,iron ore,Morocco
1/1/1981,3529381,tonnes (metric),Exports,phosphate rock,Jordan
1/1/1981,1260,tonnes (metric),Exports,antimony,Morocco
1/1/1981,54180,tonnes (metric),Exports,fluorspar,Morocco
1/1/1981,31361,kilograms,Exports,silver,Morocco
1/1/1981,19500,tonnes (metric),Exports,salt,Egypt
1/1/1981,0,tonnes (metric),Exports,sulphur and pyrites,Saudi Arabia
1/1/1981,6333,tonnes (metric),Exports,cobalt,Morocco
1/1/1981,6672,tonnes (metric),Exports,copper,Saudi Arabia
1/1/1981,50945,tonnes (metric),Exports,"iron, steel and ferro-alloys",Morocco
1/1/1981,856,tonnes (metric),Exports,"bauxite, alumina and aluminium",Jordan
