year,quantity,units,bgs_statistic_type_trans,bgs_commodity_trans,country_trans
1/1/1981,218780,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1981,7187997,tonnes (metric),Exports,"petroleum, crude",Egypt
1/1/1981,42488,tonnes (metric),Exports,lead,Morocco
1/1/1981,660,tonnes (metric),Exports,talc,Egypt
1/1/1981,451431337,tonnes (metric),Exports,"petroleum, crude",Saudi Arabia
1/1/1981,2215,tonnes (metric),Exports,copper,Morocco
1/1/1981,76466,tonnes (metric),Exports,"bauxite, alumina and aluminium",Egypt
1/1/1981,0,tonnes (metric),Exports,potash,Jordan
1/1/1981,7072,tonnes (metric),Exports,salt,Jordan
1/1/1981,15635480,tonnes (metric),Exports,phosphate rock,Morocco
1/1/1981,52193,tonnes (metric),Exports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1981,1860,tonnes (metric),Exports,copper,Morocco
1/1/1981,10439,tonnes (metric),Exports,kaolin,Jordan
1/1/1981,1508,tonnes (metric),Exports,talc,Jordan
1/1/1982,1815,tonnes (metric),Exports,copper,Morocco
1/1/1982,1815,tonnes (metric),Exports,copper,Morocco
1/1/1982,7863837,tonnes (metric),Exports,"petroleum, crude",Egypt
1/1/1982,0,tonnes (metric),Exports,zinc,Saudi Arabia
1/1/1982,515946,tonnes (metric),Exports,sulphur and pyrites,Saudi Arabia
1/1/1982,3818,tonnes (metric),Exports,salt,Saudi Arabia
1/1/1982,28680,tonnes (metric),Exports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1982,38361,tonnes (metric),Exports,gypsum and plaster,Saudi Arabia
1/1/1982,174320,tonnes (metric),Exports,phosphate rock,Egypt
1/1/1982,4864,tonnes (metric),Exports,salt,Egypt
1/1/1982,281943763,tonnes (metric),Exports,"petroleum, crude",Saudi Arabia
1/1/1982,493,tonnes (metric),Exports,talc,Egypt
1/1/1982,8013,tonnes (metric),Exports,copper,Saudi Arabia
1/1/1982,15862,tonnes (metric),Exports,zinc,Morocco
1/1/1982,51719,tonnes (metric),Exports,"bauxite, alumina and aluminium",Egypt
1/1/1982,896,tonnes (metric),Exports,"bauxite, alumina and aluminium",Jordan
1/1/1982,52029,kilograms,Exports,silver,Morocco
1/1/1982,543,tonnes (metric),Exports,copper,Jordan
1/1/1982,1132,kilograms,Exports,gold,Jordan
1/1/1982,13976076,tonnes (metric),Exports,phosphate rock,Morocco
1/1/1982,7756,tonnes (metric),Exports,kaolin,Jordan
1/1/1982,1570,tonnes (metric),Exports,mica,Morocco
1/1/1982,81594,tonnes (metric),Exports,manganese,Morocco
1/1/1982,3569701,tonnes (metric),Exports,phosphate rock,Jordan
1/1/1982,51908,tonnes (metric),Exports,lead,Morocco
1/1/1982,0,tonnes (metric),Exports,potash,Jordan
1/1/1982,61930,tonnes (metric),Exports,lead,Morocco
1/1/1982,51942,tonnes (metric),Exports,"iron, steel and ferro-alloys",Morocco
1/1/1982,1674,tonnes (metric),Exports,salt,Jordan
1/1/1982,5347,tonnes (metric),Exports,talc,Jordan
1/1/1982,237400,tonnes (metric),Exports,iron ore,Morocco
1/1/1982,221792,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1982,2932,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1982,1796,tonnes (metric),Exports,antimony,Morocco
1/1/1982,465340,tonnes (metric),Exports,barytes,Morocco
1/1/1982,62024,tonnes (metric),Exports,fluorspar,Morocco
1/1/1982,2616,tonnes (metric),Exports,copper,Morocco
1/1/1982,18350,tonnes (metric),Exports,bentonite and fuller's earth,Morocco
1/1/1982,60291,tonnes (metric),Exports,copper,Morocco
1/1/1982,24755,tonnes (metric),Exports,coal,Morocco
1/1/1982,5017,tonnes (metric),Exports,cobalt,Morocco
1/1/1983,72119,tonnes (metric),Exports,lead,Morocco
1/1/1983,1547418,tonnes (metric),Exports,sulphur and pyrites,Saudi Arabia
1/1/1983,2811,tonnes (metric),Exports,zinc,Saudi Arabia
1/1/1983,80591,kilograms,Exports,silver,Morocco
1/1/1983,250,tonnes (metric),Exports,copper,Saudi Arabia
1/1/1983,14094,tonnes (metric),Exports,copper,Saudi Arabia
1/1/1983,56434,tonnes (metric),Exports,fluorspar,Morocco
1/1/1983,1765,tonnes (metric),Exports,"bauxite, alumina and aluminium",Jordan
1/1/1983,5126,tonnes (metric),Exports,"bauxite, alumina and aluminium",Egypt
1/1/1983,14149,tonnes (metric),Exports,zinc,Morocco
1/1/1983,2555,tonnes (metric),Exports,potash,Jordan
1/1/1983,372319,tonnes (metric),Exports,barytes,Morocco
1/1/1983,106020,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1983,3270,tonnes (metric),Exports,copper,Morocco
1/1/1983,55697,tonnes (metric),Exports,lead,Morocco
1/1/1983,65512,tonnes (metric),Exports,"iron, steel and ferro-alloys",Morocco
1/1/1983,5608,tonnes (metric),Exports,salt,Saudi Arabia
1/1/1983,40200,tonnes (metric),Exports,coal,Morocco
1/1/1983,306,tonnes (metric),Exports,salt,Jordan
1/1/1983,3701053,tonnes (metric),Exports,phosphate rock,Jordan
1/1/1983,57860,tonnes (metric),Exports,manganese,Morocco
1/1/1983,62228,tonnes (metric),Exports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1983,0,tonnes (metric),Exports,mica,Morocco
1/1/1983,39976,tonnes (metric),Exports,gypsum and plaster,Saudi Arabia
1/1/1983,2889,tonnes (metric),Exports,talc,Jordan
1/1/1983,0,tonnes (metric),Exports,kaolin,Jordan
1/1/1983,69531,tonnes (metric),Exports,copper,Morocco
1/1/1983,13976192,tonnes (metric),Exports,phosphate rock,Morocco
1/1/1983,3270,tonnes (metric),Exports,copper,Morocco
1/1/1983,139637,tonnes (metric),Exports,iron ore,Morocco
1/1/1983,200802,tonnes (metric),Exports,phosphate rock,Egypt
1/1/1983,1333,kilograms,Exports,gold,Jordan
1/1/1983,7800450,tonnes (metric),Exports,"petroleum, crude",Egypt
1/1/1983,20737,tonnes (metric),Exports,bentonite and fuller's earth,Morocco
1/1/1983,3378,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1983,1852,tonnes (metric),Exports,cobalt,Morocco
1/1/1983,196229411,tonnes (metric),Exports,"petroleum, crude",Saudi Arabia
1/1/1983,1,tonnes (metric),Exports,salt,Morocco
1/1/1983,12670,tonnes (metric),Exports,salt,Egypt
1/1/1983,660,tonnes (metric),Exports,talc,Egypt
1/1/1983,2539,tonnes (metric),Exports,copper,Morocco
1/1/1983,1505,tonnes (metric),Exports,copper,Jordan
1/1/1983,1105,tonnes (metric),Exports,antimony,Morocco
1/1/1984,89836,tonnes (metric),Exports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1984,1587,tonnes (metric),Exports,salt,Morocco
1/1/1984,14951346,tonnes (metric),Exports,phosphate rock,Morocco
1/1/1984,1434,tonnes (metric),Exports,mica,Morocco
1/1/1984,0,tonnes (metric),Exports,salt,Jordan
1/1/1984,2376,tonnes (metric),Exports,copper,Morocco
1/1/1984,1723341,tonnes (metric),Exports,sulphur and pyrites,Saudi Arabia
1/1/1984,29517,tonnes (metric),Exports,gypsum and plaster,Saudi Arabia
1/1/1984,1426,tonnes (metric),Exports,"asbestos, unmanufactured",Saudi Arabia
1/1/1984,73723,kilograms,Exports,silver,Morocco
1/1/1984,5222,tonnes (metric),Exports,talc,Jordan
1/1/1984,214,tonnes (metric),Exports,copper,Saudi Arabia
1/1/1984,1723341,tonnes (metric),Exports,sulphur and pyrites,Saudi Arabia
1/1/1984,16268,tonnes (metric),Exports,copper,Saudi Arabia
1/1/1984,7126,tonnes (metric),Exports,kaolin,Jordan
1/1/1984,7446667,tonnes (metric),Exports,"petroleum, crude",Egypt
1/1/1984,458232,tonnes (metric),Exports,potash,Jordan
1/1/1984,4304,tonnes (metric),Exports,"bauxite, alumina and aluminium",Jordan
1/1/1984,2356,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1984,9539,tonnes (metric),Exports,salt,Egypt
1/1/1984,116538,tonnes (metric),Exports,iron ore,Morocco
1/1/1984,24072,tonnes (metric),Exports,zinc,Morocco
1/1/1984,655,tonnes (metric),Exports,copper,Jordan
1/1/1984,159340130,tonnes (metric),Exports,"petroleum, crude",Saudi Arabia
1/1/1984,570973,tonnes (metric),Exports,barytes,Morocco
1/1/1984,2152,tonnes (metric),Exports,antimony,Morocco
1/1/1984,74200,tonnes (metric),Exports,fluorspar,Morocco
1/1/1984,18439,tonnes (metric),Exports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1984,5609,tonnes (metric),Exports,salt,Saudi Arabia
1/1/1984,91900,tonnes (metric),Exports,"iron, steel and ferro-alloys",Morocco
1/1/1984,124750,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1984,552,tonnes (metric),Exports,talc,Egypt
1/1/1984,72174,tonnes (metric),Exports,copper,Morocco
1/1/1984,46107,tonnes (metric),Exports,lead,Morocco
1/1/1984,0,tonnes (metric),Exports,cobalt,Morocco
1/1/1984,5413,tonnes (metric),Exports,zinc,Saudi Arabia
1/1/1984,65940,tonnes (metric),Exports,coal,Morocco
1/1/1984,30,tonnes (metric),Exports,sulphur and pyrites,Saudi Arabia
1/1/1984,77600,tonnes (metric),Exports,phosphate rock,Egypt
1/1/1984,1363,tonnes (metric),Exports,copper,Morocco
1/1/1984,38640,tonnes (metric),Exports,bentonite and fuller's earth,Morocco
1/1/1984,4695015,tonnes (metric),Exports,phosphate rock,Jordan
1/1/1984,1363,tonnes (metric),Exports,copper,Morocco
1/1/1984,3,kilograms,Exports,gold,Jordan
1/1/1984,69665,tonnes (metric),Exports,manganese,Morocco
1/1/1984,85272,tonnes (metric),Exports,lead,Morocco
1/1/1985,6433,tonnes (metric),Exports,salt,Saudi Arabia
1/1/1985,60366,tonnes (metric),Exports,lead,Morocco
1/1/1985,2524,tonnes (metric),Exports,copper,Morocco
1/1/1985,7310,tonnes (metric),Exports,talc,Jordan
1/1/1985,9170,tonnes (metric),Exports,zinc,Saudi Arabia
1/1/1985,161673,tonnes (metric),Exports,iron ore,Morocco
1/1/1985,844773,tonnes (metric),Exports,potash,Jordan
1/1/1985,140350,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1985,55893,tonnes (metric),Exports,lead,Morocco
1/1/1985,4609710,tonnes (metric),Exports,phosphate rock,Jordan
1/1/1985,47012,tonnes (metric),Exports,manganese,Morocco
1/1/1985,1330,tonnes (metric),Exports,mica,Morocco
1/1/1985,0,tonnes (metric),Exports,kaolin,Jordan
1/1/1985,171,tonnes (metric),Exports,sulphur and pyrites,Saudi Arabia
1/1/1985,939,kilograms,Exports,gold,Jordan
1/1/1985,14789875,tonnes (metric),Exports,phosphate rock,Morocco
1/1/1985,4506,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1985,26450,tonnes (metric),Exports,salt,Morocco
1/1/1985,1224,tonnes (metric),Exports,copper,Jordan
1/1/1985,1766,tonnes (metric),Exports,antimony,Morocco
1/1/1985,86407,kilograms,Exports,silver,Morocco
1/1/1985,3245,tonnes (metric),Exports,"bauxite, alumina and aluminium",Jordan
1/1/1985,0,tonnes (metric),Exports,cobalt,Morocco
1/1/1985,487982,tonnes (metric),Exports,barytes,Morocco
1/1/1985,30816,tonnes (metric),Exports,zinc,Morocco
1/1/1985,22828,tonnes (metric),Exports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1985,64245,tonnes (metric),Exports,fluorspar,Morocco
1/1/1985,21437,tonnes (metric),Exports,copper,Saudi Arabia
1/1/1985,889,tonnes (metric),Exports,copper,Saudi Arabia
1/1/1985,2361,tonnes (metric),Exports,copper,Morocco
1/1/1985,665,tonnes (metric),Exports,talc,Egypt
1/1/1985,988240,tonnes (metric),Exports,sulphur and pyrites,Saudi Arabia
1/1/1985,9551,tonnes (metric),Exports,salt,Egypt
1/1/1985,108390692,tonnes (metric),Exports,"petroleum, crude",Saudi Arabia
1/1/1985,32720,tonnes (metric),Exports,bentonite and fuller's earth,Morocco
1/1/1985,141705,tonnes (metric),Exports,phosphate rock,Egypt
1/1/1985,60615,tonnes (metric),Exports,copper,Morocco
1/1/1985,2524,tonnes (metric),Exports,copper,Morocco
1/1/1985,16085,tonnes (metric),Exports,gypsum and plaster,Saudi Arabia
1/1/1985,129743,tonnes (metric),Exports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1985,735,tonnes (metric),Exports,lead,Saudi Arabia
1/1/1985,62433,tonnes (metric),Exports,coal,Morocco
1/1/1985,985,tonnes (metric),Exports,"asbestos, unmanufactured",Saudi Arabia
1/1/1985,10508550,tonnes (metric),Exports,"petroleum, crude",Egypt
1/1/1985,222,tonnes (metric),Exports,salt,Jordan
1/1/1985,80689,tonnes (metric),Exports,"iron, steel and ferro-alloys",Morocco
1/1/1985,450,tonnes (metric),Exports,iron ore,Morocco
1/1/1986,2277,tonnes (metric),Exports,copper,Saudi Arabia
1/1/1986,7248746,tonnes (metric),Exports,"petroleum, crude",Egypt
1/1/1986,1384,tonnes (metric),Exports,antimony,Morocco
1/1/1986,1060,tonnes (metric),Exports,copper,Jordan
1/1/1986,337,tonnes (metric),Exports,iron ore,Morocco
1/1/1986,266,tonnes (metric),Exports,sulphur and pyrites,Saudi Arabia
1/1/1986,13013,tonnes (metric),Exports,salt,Egypt
1/1/1986,35243,tonnes (metric),Exports,lead,Morocco
1/1/1986,28400,tonnes (metric),Exports,salt,Morocco
1/1/1986,13696128,tonnes (metric),Exports,phosphate rock,Morocco
1/1/1986,1169,tonnes (metric),Exports,copper,Morocco
1/1/1986,164060513,tonnes (metric),Exports,"petroleum, crude",Saudi Arabia
1/1/1986,924676,tonnes (metric),Exports,sulphur and pyrites,Saudi Arabia
1/1/1986,1169,tonnes (metric),Exports,copper,Morocco
1/1/1986,2636,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1986,1809,kilograms,Exports,gold,Jordan
1/1/1986,11132,tonnes (metric),Exports,zinc,Saudi Arabia
1/1/1986,30495,tonnes (metric),Exports,bentonite and fuller's earth,Morocco
1/1/1986,71770,tonnes (metric),Exports,phosphate rock,Egypt
1/1/1986,61509,tonnes (metric),Exports,copper,Morocco
1/1/1986,187,tonnes (metric),Exports,salt,Jordan
1/1/1986,0,tonnes (metric),Exports,kaolin,Jordan
1/1/1986,1508,tonnes (metric),Exports,mica,Morocco
1/1/1986,119701,tonnes (metric),Exports,iron ore,Morocco
1/1/1986,14414,tonnes (metric),Exports,gypsum and plaster,Saudi Arabia
1/1/1986,50738,tonnes (metric),Exports,manganese,Morocco
1/1/1986,122511,tonnes (metric),Exports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1986,10993,tonnes (metric),Exports,talc,Jordan
1/1/1986,1653,tonnes (metric),Exports,lead,Saudi Arabia
1/1/1986,5197665,tonnes (metric),Exports,phosphate rock,Jordan
1/1/1986,49534,tonnes (metric),Exports,coal,Morocco
1/1/1986,55679,tonnes (metric),Exports,lead,Morocco
1/1/1986,183770,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1986,12298,tonnes (metric),Exports,salt,Saudi Arabia
1/1/1986,1205056,tonnes (metric),Exports,potash,Jordan
1/1/1986,52087,tonnes (metric),Exports,"iron, steel and ferro-alloys",Morocco
1/1/1986,28789,tonnes (metric),Exports,zinc,Morocco
1/1/1986,28,tonnes (metric),Exports,"asbestos, unmanufactured",Saudi Arabia
1/1/1986,20603,tonnes (metric),Exports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1986,79944,tonnes (metric),Exports,fluorspar,Morocco
1/1/1986,257381,tonnes (metric),Exports,barytes,Morocco
1/1/1986,3240,tonnes (metric),Exports,"bauxite, alumina and aluminium",Jordan
1/1/1986,19453,tonnes (metric),Exports,copper,Saudi Arabia
1/1/1986,91079,kilograms,Exports,silver,Morocco
1/1/1986,1934,tonnes (metric),Exports,copper,Morocco
1/1/1986,843,tonnes (metric),Exports,talc,Egypt
1/1/1987,3189,tonnes (metric),Exports,copper,Saudi Arabia
1/1/1987,999,tonnes (metric),Exports,antimony,Morocco
1/1/1987,345,tonnes (metric),Exports,talc,Egypt
1/1/1987,0,tonnes (metric),Exports,bentonite and fuller's earth,Morocco
1/1/1987,18593,tonnes (metric),Exports,gypsum and plaster,Saudi Arabia
1/1/1987,43927,tonnes (metric),Exports,manganese,Morocco
1/1/1987,254463,tonnes (metric),Exports,barytes,Morocco
1/1/1987,6357,tonnes (metric),Exports,talc,Jordan
1/1/1987,2235,tonnes (metric),Exports,copper,Morocco
1/1/1987,371948,tonnes (metric),Exports,sulphur and pyrites,Saudi Arabia
1/1/1987,238,tonnes (metric),Exports,copper,Jordan
1/1/1987,69381,tonnes (metric),Exports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1987,30556,tonnes (metric),Exports,lead,Morocco
1/1/1987,180276,tonnes (metric),Exports,salt,Egypt
1/1/1987,10023000,tonnes (metric),Exports,"petroleum, crude",Egypt
1/1/1987,27552,tonnes (metric),Exports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1987,60905,tonnes (metric),Exports,salt,Morocco
1/1/1987,5346,tonnes (metric),Exports,lead,Saudi Arabia
1/1/1987,13061333,tonnes (metric),Exports,phosphate rock,Morocco
1/1/1987,87708,tonnes (metric),Exports,fluorspar,Morocco
1/1/1987,5543685,tonnes (metric),Exports,phosphate rock,Jordan
1/1/1987,63410,tonnes (metric),Exports,lead,Morocco
1/1/1987,121105806,tonnes (metric),Exports,"petroleum, crude",Saudi Arabia
1/1/1987,108181,tonnes (metric),Exports,iron ore,Morocco
1/1/1987,68650,tonnes (metric),Exports,phosphate rock,Egypt
1/1/1987,23961,tonnes (metric),Exports,copper,Saudi Arabia
1/1/1987,20070,tonnes (metric),Exports,coal,Morocco
1/1/1987,480,tonnes (metric),Exports,"asbestos, unmanufactured",Saudi Arabia
1/1/1987,146374,kilograms,Exports,silver,Morocco
1/1/1987,130368,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1987,42002,tonnes (metric),Exports,bentonite and fuller's earth,Morocco
1/1/1987,2649,tonnes (metric),Exports,copper,Morocco
1/1/1987,305,tonnes (metric),Exports,salt,Jordan
1/1/1987,4630,kilograms,Exports,gold,Jordan
1/1/1987,50854,tonnes (metric),Exports,copper,Morocco
1/1/1987,6507,tonnes (metric),Exports,salt,Saudi Arabia
1/1/1987,2235,tonnes (metric),Exports,copper,Morocco
1/1/1987,1243928,tonnes (metric),Exports,potash,Jordan
1/1/1987,2230,tonnes (metric),Exports,mica,Morocco
1/1/1987,62799,tonnes (metric),Exports,"iron, steel and ferro-alloys",Morocco
1/1/1987,7504,tonnes (metric),Exports,zinc,Saudi Arabia
1/1/1987,3133,tonnes (metric),Exports,"bauxite, alumina and aluminium",Jordan
1/1/1987,169196,tonnes (metric),Exports,sulphur and pyrites,Saudi Arabia
1/1/1987,23797,tonnes (metric),Exports,zinc,Morocco
1/1/1988,67600,tonnes (metric),Exports,"bauxite, alumina and aluminium",Egypt
1/1/1988,7086378,tonnes (metric),Exports,"petroleum, crude",Egypt
1/1/1988,122254,tonnes (metric),Exports,phosphate rock,Egypt
1/1/1988,122017,tonnes (metric),Exports,salt,Egypt
1/1/1988,528,tonnes (metric),Exports,talc,Egypt
1/1/1988,7162,tonnes (metric),Exports,"bauxite, alumina and aluminium",Jordan
1/1/1988,1529,tonnes (metric),Exports,copper,Jordan
1/1/1988,3695,kilograms,Exports,gold,Jordan
1/1/1988,5726740,tonnes (metric),Exports,phosphate rock,Jordan
1/1/1988,1300411,tonnes (metric),Exports,potash,Jordan
1/1/1988,0,tonnes (metric),Exports,salt,Jordan
1/1/1988,70,tonnes (metric),Exports,talc,Jordan
1/1/1988,465,tonnes (metric),Exports,antimony,Morocco
1/1/1988,398090,tonnes (metric),Exports,barytes,Morocco
1/1/1988,3000,tonnes (metric),Exports,bentonite and fuller's earth,Morocco
1/1/1988,75000,tonnes (metric),Exports,bentonite and fuller's earth,Morocco
1/1/1988,10655,tonnes (metric),Exports,coal,Morocco
1/1/1988,2148,tonnes (metric),Exports,cobalt,Morocco
1/1/1988,2738,tonnes (metric),Exports,copper,Morocco
1/1/1988,2738,tonnes (metric),Exports,copper,Morocco
1/1/1988,44675,tonnes (metric),Exports,copper,Morocco
1/1/1988,3312,tonnes (metric),Exports,copper,Morocco
1/1/1988,89694,tonnes (metric),Exports,fluorspar,Morocco
1/1/1988,662,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1988,203250,tonnes (metric),Exports,gypsum and plaster,Morocco
1/1/1988,0,tonnes (metric),Exports,iron ore,Morocco
1/1/1988,84484,tonnes (metric),Exports,iron ore,Morocco
1/1/1988,91430,tonnes (metric),Exports,"iron, steel and ferro-alloys",Morocco
1/1/1988,43487,tonnes (metric),Exports,lead,Morocco
1/1/1988,62528,tonnes (metric),Exports,lead,Morocco
1/1/1988,47371,tonnes (metric),Exports,manganese,Morocco
1/1/1988,1862,tonnes (metric),Exports,mica,Morocco
1/1/1988,14260343,tonnes (metric),Exports,phosphate rock,Morocco
1/1/1988,17050,tonnes (metric),Exports,salt,Morocco
1/1/1988,158154,kilograms,Exports,silver,Morocco
1/1/1988,23098,tonnes (metric),Exports,zinc,Morocco
1/1/1988,52266,tonnes (metric),Exports,"bauxite, alumina and aluminium",Saudi Arabia
1/1/1988,23224,tonnes (metric),Exports,copper,Saudi Arabia
1/1/1988,2911,tonnes (metric),Exports,copper,Saudi Arabia
1/1/1988,153239867,tonnes (metric),Exports,"petroleum, crude",Saudi Arabia
1/1/1988,25228,tonnes (metric),Exports,gypsum and plaster,Saudi Arabia
1/1/1988,124161,tonnes (metric),Exports,"iron, steel and ferro-alloys",Saudi Arabia
1/1/1988,17638,tonnes (metric),Exports,lead,Saudi Arabia
1/1/1988,12189,tonnes (metric),Exports,salt,Saudi Arabia
1/1/1988,9829,tonnes (metric),Exports,"asbestos, unmanufactured",Saudi Arabia
1/1/1988,2637,tonnes (metric),Exports,zinc,Saudi Arabia
1/1/1988,148727,tonnes (metric),Exports,sulphur and pyrites,Saudi Arabia
1/1/1988,831785,tonnes (metric),Exports,sulphur and pyrites,Saudi Arabia
1/1/1989,285,tonnes (metric),Exports,talc,Egypt
1/1/1989,358909,tonnes (metric),Exports,barytes,Morocco
1/1/1989,580942,tonnes (metric),Exports,sulphur and pyrites,Saudi Arabia
